Month,Year,Plan Month,Plan Year,Total Medical Claims,Total Rx Claims,Total Paid Claims,Adjusted Total Expenses,EE Count,Member Count,Client
3,2019,3,7,6569473.9,1872883.61,8442357.51,9461656.35,11460,20433,Prospect Medical Holdings
4,2019,4,7,7645209.14,2401615.6,10046824.74,11069709.49,11528,20161,Prospect Medical Holdings
5,2019,5,7,7957998.17,944267.39,8902265.56,9970853.49,11369,20249,Prospect Medical Holdings
6,2019,6,7,7909941.13,1938846.24,9848787.37,10986269.24,11303,20139,Prospect Medical Holdings
7,2019,7,7,7509750.98,2346416.67,9856167.65,10977325.91,11149,19951,Prospect Medical Holdings
8,2019,8,7,7887963.16,1148564.01,9036527.17,10091955.55,10823,19676,Prospect Medical Holdings
9,2019,9,7,5858807.87,1785128.71,7643936.58,8627762.57,10995,19669,Prospect Medical Holdings
10,2019,10,7,7365176.33,2406146.9,9771323.23,10765198.58,10601,19575,Prospect Medical Holdings
11,2019,11,7,6536859.39,460944.38,6997803.77,7964948.93,10537,19506,Prospect Medical Holdings
12,2019,12,7,7545201,1912894.52,9458095.52,10425158.4,10600,19385,Prospect Medical Holdings
1,2020,1,8,7613140.42,2170583.68,9783724.1,10831170.38,10154,18535,Prospect Medical Holdings
2,2020,2,8,6373341.98,664384.25,7037726.23,8084379.98,10258,18340,Prospect Medical Holdings
3,2020,3,8,7165550.18,2020065.99,9185616.17,10222488.95,10281,18368,Prospect Medical Holdings
4,2020,4,8,5183443.57,2266685.6,7450129.17,8485150.669,10313,18416,Prospect Medical Holdings
5,2020,5,8,4473972.44,702630.2088,5176602.649,6194552.077,10067,18181,Prospect Medical Holdings
6,2020,6,8,5548959.17,2084574.23,7633533.4,8664480.979,10166,18163,Prospect Medical Holdings
7,2020,7,8,6040638.46,1847232.44,7887870.9,8911100.154,10024,18103,Prospect Medical Holdings
8,2020,8,8,6036660.78,694031.4073,6730692.187,7747789.378,9929,17932,Prospect Medical Holdings
9,2020,9,8,6279445.64,2150598.23,8430043.87,9452269.626,10011,17892,Prospect Medical Holdings
10,2020,10,8,6536722.38,1786089.02,8322811.4,9337508.728,9890,17797,Prospect Medical Holdings
11,2020,11,8,6468752.92,988433.0122,7457185.932,8470166.592,10050,17690,Prospect Medical Holdings
12,2020,12,8,5726069.96,2048771.74,7774841.7,8767828.486,9963,17383,Prospect Medical Holdings
1,2018,1,1,2225830.98,395283.94,2621114.92,2870186.34,1560,4389,Salinas Valley
2,2018,2,1,2437096.15,765023.88,3202120.03,3452214.23,1557,4328,Salinas Valley
3,2018,3,1,1364998.24,303238.59,1668236.83,1918693.83,1557,4354,Salinas Valley
4,2018,4,1,2471132.87,452551.45,2923684.32,3176112.58,1580,4408,Salinas Valley
5,2018,5,1,2589003.26,334696.09,2923699.35,3177933.35,1592,4434,Salinas Valley
6,2018,6,1,2245196.63,447088.39,2692285.02,2929919.296,1597,4463,Salinas Valley
7,2018,7,1,1860744.51,442787.41,2303531.92,1938957.91,1613,4504,Salinas Valley
8,2018,8,1,3073202.75,357384.93,3430587.68,3326979.14,1614,4484,Salinas Valley
9,2018,9,1,1615398.65,325104.76,1940503.41,2173986.23,1627,4510,Salinas Valley
10,2018,10,1,2824861.29,314189.38,3139050.67,2607297.07,1640,4558,Salinas Valley
11,2018,11,1,1963339.82,686358.32,2649698.14,2574949.86,1646,4590,Salinas Valley
12,2018,12,1,1757193.19,450163.65,2207356.84,2481678.93,1666,4620,Salinas Valley
1,2019,1,2,3372473.31,469859.91,3842333.22,4132896.9,1675,4673,Salinas Valley
2,2019,2,2,2390590.45,526054.1,2916644.55,2973686.7,1673,4683,Salinas Valley
3,2019,3,2,2080307.93,637125.99,2717433.92,3008164.38,1674,4665,Salinas Valley
4,2019,4,2,3014801.43,475719.67,3490521.1,3781831.32,1680,4684,Salinas Valley
5,2019,5,2,1356882.1,502627.66,1859509.76,1787111.35,1687,4692,Salinas Valley
6,2019,6,2,2567390.4,415659.63,2983050.03,3275766.99,1691,4715,Salinas Valley
7,2019,7,2,2078542.33,813857.29,2892399.62,3168819.84,1714,4743,Salinas Valley
8,2019,8,2,3277821.71,526697.65,3804519.36,3757049.87,1711,4761,Salinas Valley
9,2019,9,2,2845808.07,481685.07,3327493.14,3144645.35,1723,4768,Salinas Valley
10,2019,10,2,2963685.73,663778.79,3627464.52,3686311.72,1723,4763,Salinas Valley
11,2019,11,2,2802157.21,575989.48,3378146.69,3005217.86,1726,4743,Salinas Valley
12,2019,12,2,2378650.6,724757.83,3103408.43,3289895.77,1761,4812,Salinas Valley
1,2020,1,3,2978459.35,398787.15,3377246.5,3651047.32,1796,4923,Salinas Valley
2,2020,2,3,2534681.14,493053.55,3027734.69,2976262.99,1791,4916,Salinas Valley
3,2020,3,3,2732964.57,657345.97,3390310.54,3664917.79,1800,4950,Salinas Valley
4,2020,4,3,1692110.22,624619.48,2316729.7,2591348.65,1795,4954,Salinas Valley
5,2020,5,3,1979853.5,499966.09,2479819.59,2430337.88,1807,4959,Salinas Valley
6,2020,6,3,2369028.47,695299.47,3064327.94,3065107.21,1830,5005,Salinas Valley
7,2020,7,3,3159093.29,376601.99,3535695.28,3882963.68,1840,5017,Salinas Valley
8,2020,8,3,2542403.47,540963.61,3083367.08,2943850.84,1832,5003,Salinas Valley
9,2020,9,3,4614934.7,479113.32,5094048.02,5154159.659,1843,5013,Salinas Valley
10,2020,10,3,2855760.69,358715.94,3214476.63,3400153.02,1850,4989,Salinas Valley
11,2020,11,3,2290932.08,375067.45,2665999.53,2782804.18,1866,5038,Salinas Valley
12,2020,12,3,2457366.08,470969.1,2928335.18,3324808.886,1862,5031,Salinas Valley
1,2021,1,4,2606549.06,357912.26,2964461.32,3351101.13,1864,5079,Salinas Valley
2,2021,2,4,3139868.92,384115.58,3523984.5,3654239.88,1851,5056,Salinas Valley
3,2021,3,4,3397316.5,437912.98,3835229.48,4190699.109,1860,5059,Salinas Valley
4,2021,4,4,3571099.44,351705.83,3922805.27,4364962.75,1872,5080,Salinas Valley
5,2021,5,4,2587900.08,396075.65,2983975.73,3090649.07,1868,5068,Salinas Valley
6,2021,6,4,4081169.59,477689.16,4558858.75,4937800.995,1870,5088,Salinas Valley
7,2021,7,4,3584636.45,372927.02,3957563.47,4052770.61,1838,5011,Salinas Valley
8,2021,8,4,3832683.31,446192.79,4278876.1,3943559.974,1842,5020,Salinas Valley
9,2021,9,4,2283563.46,368022.9,2651586.36,3019291.48,1827,4975,Salinas Valley
10,2021,10,4,2498598.73,431999.22,2930597.95,2852142.96,1827,4974,Salinas Valley
11,2021,11,4,2750940.18,519597.93,3270538.11,2860804.38,1820,4947,Salinas Valley
12,2021,12,4,2786524.63,453882.81,3240407.44,3594225.61,1796,4922,Salinas Valley
1,2015,1,1,608416.3,110232.54,718648.84,752145.71,538,1274,Tahoe Forest
2,2015,2,1,618069.04,102604.25,720673.29,779944.64,525,1220,Tahoe Forest
3,2015,3,1,738835.42,95802.37,834637.79,875056.05,525,1229,Tahoe Forest
4,2015,4,1,2758918.19,114826.36,2873744.55,2808010.95,525,1224,Tahoe Forest
5,2015,5,1,254470.65,72650.29,327120.94,-876069.2,525,1234,Tahoe Forest
6,2015,6,1,431018.52,63776.09,494794.61,396987.87,531,1240,Tahoe Forest
7,2015,7,1,704901.55,70320.8,775222.35,851625.1,527,1244,Tahoe Forest
8,2015,8,1,371257.43,71441.55,442698.98,523845.26,534,1266,Tahoe Forest
9,2015,9,1,601512.31,104420.01,705932.32,789391.96,528,1242,Tahoe Forest
10,2015,10,1,464403.08,87363.72,551766.8,630123.63,532,1263,Tahoe Forest
11,2015,11,1,372577.14,47137.73,419714.87,496275.25,530,1246,Tahoe Forest
12,2015,12,1,711156.93,83133.44,794290.37,870804.55,524,1219,Tahoe Forest
1,2016,1,2,506460.09,67548.95,574009.04,666966.08,546,1279,Tahoe Forest
2,2016,2,2,743697.52,56678.86,800376.38,893329.96,546,1278,Tahoe Forest
3,2016,3,2,505253.56,80424.82,585678.38,678596.69,545,1296,Tahoe Forest
4,2016,4,2,746249.23,84968.61,831217.84,925701.25,555,1296,Tahoe Forest
5,2016,5,2,282584.15,87129.25,369713.4,440212.28,546,1283,Tahoe Forest
6,2016,6,2,384101.48,78000.44,462101.92,532819.35,549,1288,Tahoe Forest
7,2016,7,2,352955.77,79886.45,432842.22,495906.14,556,1312,Tahoe Forest
8,2016,8,2,506909.24,93531.61,600440.85,652492.45,559,1322,Tahoe Forest
9,2016,9,2,539764.33,107861.2,647625.53,720615.6,567,1323,Tahoe Forest
10,2016,10,2,573287.87,99505.35,672793.22,744231.18,554,1327,Tahoe Forest
11,2016,11,2,562555.53,122268.13,684823.66,722986.69,560,1307,Tahoe Forest
12,2016,12,2,409793.71,109854.16,519647.87,591758.7,559,1309,Tahoe Forest
1,2017,1,3,787987.21,109823.71,897810.92,966127.07,553,1310,Tahoe Forest
2,2017,2,3,499809.69,89101.53,588911.22,624268.31,556,1292,Tahoe Forest
3,2017,3,3,432757.7,95891.36,528649.06,597232.81,557,1288,Tahoe Forest
4,2017,4,3,864393.77,89817.27,954211.04,1023082.64,560,1282,Tahoe Forest
5,2017,5,3,350043.92,110534.61,460578.53,484620.17,564,1308,Tahoe Forest
6,2017,6,3,633281.65,97318.37,730600.02,783085.04,564,1293,Tahoe Forest
7,2017,7,3,837744.28,73537.38,911281.66,973129.06,560,1298,Tahoe Forest
8,2017,8,3,626150.52,112740.11,738890.63,800288.47,561,1300,Tahoe Forest
9,2017,9,3,325976.04,94799.66,420775.7,280032.58,578,1330,Tahoe Forest
10,2017,10,3,295091.55,119868.82,414960.37,441421.34,574,1335,Tahoe Forest
11,2017,11,3,470392.25,99311.31,569703.56,633973.96,580,1338,Tahoe Forest
12,2017,12,3,289544.25,106296.11,395840.36,461547.61,593,1367,Tahoe Forest
1,2018,1,4,393825.42,99552.35,493377.77,354232.92,598,1456,Tahoe Forest
2,2018,2,4,627222.56,78057.77,705280.33,737705.98,626,1433,Tahoe Forest
3,2018,3,4,506880.34,96402.25,603282.59,672641.76,620,1452,Tahoe Forest
4,2018,4,4,533389.53,80016.84,613406.37,684259.59,630,1456,Tahoe Forest
5,2018,5,4,305137.99,108020.74,413158.73,433758.04,637,1491,Tahoe Forest
6,2018,6,4,503320.12,86334.49,589654.61,666253.35,648,1505,Tahoe Forest
7,2018,7,4,772390.98,96158,868548.98,945604.44,650,1508,Tahoe Forest
8,2018,8,4,698072.23,73152.51,771224.74,810671.1,651,1522,Tahoe Forest
9,2018,9,4,675460.58,96994.41,772454.99,851754.82,667,1554,Tahoe Forest
10,2018,10,4,1262208.85,128811.95,1391020.8,1468808.38,653,1539,Tahoe Forest
11,2018,11,4,441357.61,82812.25,524169.86,565636.71,666,1539,Tahoe Forest
12,2018,12,4,705295.11,87801.09,793096.2,850175.21,671,1565,Tahoe Forest
1,2019,1,5,381305.44,132154,513459.44,567557.21,695,1606,Tahoe Forest
2,2019,2,5,1016567.13,93354.1,1109921.23,1144343.25,708,1616,Tahoe Forest
3,2019,3,5,543905.41,101202,645107.41,729391.34,709,1648,Tahoe Forest
4,2019,4,5,2039159.25,94824.95,2133984.2,2110863.06,728,1673,Tahoe Forest
5,2019,5,5,1228749.26,85539.28,1314288.54,1296961.26,728,1680,Tahoe Forest
6,2019,6,5,931136.97,102965.31,1034102.28,428707.66,740,1708,Tahoe Forest
7,2019,7,5,2047112.89,104476.06,2151588.95,1962622.4,723,1703,Tahoe Forest
8,2019,8,5,925204.16,113386.19,1038590.35,1089311.89,731,1735,Tahoe Forest
9,2019,9,5,690423.98,145954.45,836378.43,-239603.28,747,1754,Tahoe Forest
10,2019,10,5,2495530.76,143148.13,2638678.89,2609748.09,746,1764,Tahoe Forest
11,2019,11,5,635758.85,113848.77,749607.62,-806328.52,756,1757,Tahoe Forest
12,2019,12,5,669512.14,105659.27,775171.41,873534.35,803,1779,Tahoe Forest
1,2020,1,6,1269865.74,86662.14,1356527.88,1311305.45,829,1970,Tahoe Forest
2,2020,2,6,1088873.91,90029.58,1178903.49,1249318.27,844,1980,Tahoe Forest
3,2020,3,6,1334501.12,168005.16,1502506.28,1563735.95,839,1977,Tahoe Forest
4,2020,4,6,813796.5,82328.87,896125.37,893134.23,839,1973,Tahoe Forest
5,2020,5,6,566031,93822.05,659853.05,597304.87,839,1995,Tahoe Forest
6,2020,6,6,804164.09,136389.93,940554.02,1052861.83,838,1995,Tahoe Forest
7,2020,7,6,1263969.54,95275.16,1359244.7,1468989.53,818,1961,Tahoe Forest
8,2020,8,6,1029959.72,79513.95,1109473.67,1179168.26,811,1964,Tahoe Forest
9,2020,9,6,958201.79,122845.09,1081046.88,1189090.76,803,1941,Tahoe Forest
10,2020,10,6,708250.03,96770.26,805020.29,912248.1,795,1918,Tahoe Forest
11,2020,11,6,795701.45,89453,885154.45,959153.04,803,1949,Tahoe Forest
12,2020,12,6,1192311.24,127581.44,1319892.68,1429603.86,814,1960,Tahoe Forest
1,2021,1,7,888316.1,123451.59,1011767.69,1130786.69,840,2012,Tahoe Forest
2,2021,2,7,909776.35,108340.56,1018116.91,1104716.7,857,2018,Tahoe Forest
3,2021,3,7,1221660.19,124419.6,1346079.79,1467376.5,859,2020,Tahoe Forest
4,2021,4,7,1849934.76,117817.69,1967752.45,2088329.78,857,2016,Tahoe Forest
5,2021,5,7,882612.24,108658.41,991270.65,1071108.8,849,2037,Tahoe Forest
6,2021,6,7,1231883.92,159865.62,1391749.54,1514467.94,860,2027,Tahoe Forest
7,2021,7,7,1338507.29,91697.06,1430204.35,1551011.64,841,2028,Tahoe Forest
8,2021,8,7,1443311.9,112525.36,1555837.26,1644519.69,844,2030,Tahoe Forest
9,2021,9,7,792743.24,102914.66,895657.9,1017315.4,850,2031,Tahoe Forest
10,2021,10,7,1090860.41,93655.7,1184516.11,1305001.47,844,2020,Tahoe Forest
11,2021,11,7,1134198.23,123398.18,1257596.41,1343841.69,840,2018,Tahoe Forest
12,2021,12,7,1294281.67,99227.53,1393509.2,1513847.87,843,1986,Tahoe Forest
1,2022,1,8,896235.55,101204.44,997439.99,1121562.99,865,2031,Tahoe Forest
2,2022,2,8,843978.97,106146.77,950125.74,1043102.18,877,2045,Tahoe Forest
3,2022,3,8,1201677.46,163306.68,1364984.14,1492051.17,887,2063,Tahoe Forest
4,2022,4,8,1512510.34,109476.89,1621987.23,1723635.99,865,2060,Tahoe Forest
5,2022,5,8,1021095.53,132166.11,1153261.64,1230522.8,875,2063,Tahoe Forest
6,2022,6,8,1078132.26,118413,1196545.26,1324125.29,887,2074,Tahoe Forest
1,2011,1,1,589814,165931,755745,820328.42,1061,2502,Torrance Health
2,2011,2,1,593269,140515,733784,765885.58,1067,2412,Torrance Health
3,2011,3,1,656144,146527,802671,867195.1,1063,2318,Torrance Health
4,2011,4,1,718624,144364,862988,927587.4,1064,2343,Torrance Health
5,2011,5,1,726061,167037,893098,925479.93,1067,2305,Torrance Health
6,2011,6,1,640123,153731,793854,859334.24,1084,2296,Torrance Health
7,2011,7,1,599967,135189,735156,799409.24,1056,2300,Torrance Health
8,2011,8,1,821787,171698,993485,1025016.22,1043,2307,Torrance Health
9,2011,9,1,550186,158827,709013,773442.36,1060,2309,Torrance Health
10,2011,10,1,741716,139401,881117,945176.22,1053,2303,Torrance Health
11,2011,11,1,610730,164940,775670,808074.35,1048,2309,Torrance Health
12,2011,12,1,977522,160085,1137607,1201224.62,1045,2337,Torrance Health
1,2012,1,2,845019,152295.82,997314.82,1059663.84,1093,2404,Torrance Health
2,2012,2,2,393732.33,141179.5,534911.83,564669.77,1090,2353,Torrance Health
3,2012,3,2,688617,161220.39,849837.39,909370.29,1042,2353,Torrance Health
4,2012,4,2,877279,128784.29,1006063.29,1065422.76,1038,2359,Torrance Health
5,2012,5,2,591067,153712.25,744779.25,773192.69,1047,2376,Torrance Health
6,2012,6,2,706831,147065.77,853896.77,913711,1047,2358,Torrance Health
7,2012,7,2,1183098,147414.81,1330512.81,1390753.11,1054,2385,Torrance Health
8,2012,8,2,819555,160015.93,979570.93,1005664.07,1059,2354,Torrance Health
9,2012,9,2,986260,128242.41,1114502.41,1174508.1,1051,2335,Torrance Health
10,2012,10,2,1139302,143885.71,1283187.71,1342556.88,1040,2302,Torrance Health
11,2012,11,2,667213,172024.71,839237.71,866698.01,1030,2315,Torrance Health
12,2012,12,2,1494089,165888.54,1659977.54,1718797.88,1031,2294,Torrance Health
1,2013,1,3,565743.86,162559.76,728303.62,790994.19,1022,2260,Torrance Health
2,2013,2,3,247323.05,152697.94,400020.99,369635.18,1018,2260,Torrance Health
3,2013,3,3,882078.93,148266.08,1030345.01,914819.06,1016,2245,Torrance Health
4,2013,4,3,1125335.41,161930.92,1287266.33,1351637.6,1032,2255,Torrance Health
5,2013,5,3,732484.92,160727.5,893212.42,929109.06,1032,2246,Torrance Health
6,2013,6,3,614208.72,140951.33,755160.05,819472.62,1030,2261,Torrance Health
7,2013,7,3,737021.78,148840,885861.78,949996.59,1028,2250,Torrance Health
8,2013,8,3,646158.66,147278.03,793436.69,820341.85,1048,2234,Torrance Health
9,2013,9,3,676869.5,156922.52,833792.02,897731.74,1022,2257,Torrance Health
10,2013,10,3,820727.44,163419.78,984147.22,1048808.33,1034,2272,Torrance Health
11,2013,11,3,534273.25,150849.68,685122.93,559922.81,1038,2285,Torrance Health
12,2013,12,3,759755.17,182451.34,942206.51,982597.18,1038,2285,Torrance Health
1,2014,1,4,676364.03,197403.88,873767.91,952289.39,1029,2315,Torrance Health
2,2014,2,4,544475.86,143096.26,687572.12,694040.33,1040,2299,Torrance Health
3,2014,3,4,795076.06,173319.68,968395.74,1044598.3,1039,2292,Torrance Health
4,2014,4,4,818045.91,220505,1038550.91,1117487.58,1042,2285,Torrance Health
5,2014,5,4,758096.58,151581,909677.58,951437.39,1041,2296,Torrance Health
6,2014,6,4,953102.19,170081,1123183.19,1201958.44,1039,2285,Torrance Health
7,2014,7,4,607327.52,184809.91,792137.43,870363.35,1027,2285,Torrance Health
8,2014,8,4,797583.7,167655.75,965239.45,1003377.37,1027,2276,Torrance Health
9,2014,9,4,902652.65,146624.75,1049277.4,1127634.65,1032,2262,Torrance Health
10,2014,10,4,649510.53,189395.42,838905.95,916628.96,1025,2241,Torrance Health
11,2014,11,4,555696.21,153820.85,709517.06,749558.61,1025,2244,Torrance Health
12,2014,12,4,833435.83,163466,996901.83,1074743.38,1025,2251,Torrance Health
1,2015,1,5,429682.35,196905.08,626587.43,703253.82,1038,2281,Torrance Health
2,2015,2,5,636055.51,151977.21,788032.72,824626.4,1006,2265,Torrance Health
3,2015,3,5,859143.35,135808.57,994951.92,1068903.48,1002,2244,Torrance Health
4,2015,4,5,835127.39,196446.79,1031574.18,1105292.12,998,2244,Torrance Health
5,2015,5,5,805811.5,162227.32,968038.82,1004825.12,985,2254,Torrance Health
6,2015,6,5,685685.92,178720.64,864406.56,938089.5,998,2251,Torrance Health
7,2015,7,5,547967.07,192522.26,740489.33,815603.62,1018,2258,Torrance Health
8,2015,8,5,833284.94,169155.84,1002440.78,1023146.79,1017,2250,Torrance Health
9,2015,9,5,842379.39,221747.72,1064127.11,1139677.86,1025,2242,Torrance Health
10,2015,10,5,849725.68,222732.2,1072457.88,1147985.57,1023,2260,Torrance Health
11,2015,11,5,860030.29,163274.16,1023304.45,1043573.58,1018,2243,Torrance Health
12,2015,12,5,1343094.73,286290.4,1629385.13,1705376.18,1035,2266,Torrance Health
1,2016,1,6,453771.24,171691.61,625462.85,701808.93,1039,2340,Torrance Health
2,2016,2,6,553219.93,233112.79,786332.72,809401.88,1033,2302,Torrance Health
3,2016,3,6,646122.23,228903.47,875025.7,950995.18,1039,2256,Torrance Health
4,2016,4,6,631625.57,185727.93,817353.5,893468.62,1041,2239,Torrance Health
5,2016,5,6,645446.88,201438.98,846885.86,869347.76,1040,2274,Torrance Health
6,2016,6,6,511001.37,258782.69,769784.06,846963.96,1060,2270,Torrance Health
7,2016,7,6,534469.36,197519.3,731988.66,809603.16,1065,2285,Torrance Health
8,2016,8,6,728426.38,242146.82,970573.2,965141.37,1060,2259,Torrance Health
9,2016,9,6,1070494.2,304223.14,1374717.34,1452534.76,1071,2274,Torrance Health
10,2016,10,6,874883.99,232453.99,1107337.98,1184926.56,1069,2257,Torrance Health
11,2016,11,6,838545.05,321968.08,1160513.13,1143647.12,1075,2244,Torrance Health
12,2016,12,6,973642.34,282694.67,1256337.01,1332976.87,1053,2254,Torrance Health
1,2017,1,7,691504.25,206000.69,897504.94,972139.24,1082,2334,Torrance Health
2,2017,2,7,552259.18,269810.79,822069.97,787917.15,1078,2303,Torrance Health
3,2017,3,7,722495.42,248283.97,970779.39,1045143.52,1079,2290,Torrance Health
4,2017,4,7,862024.16,204049.13,1066073.29,1140044.3,1071,2292,Torrance Health
5,2017,5,7,921884.17,170548.38,1092432.55,1014384.69,1079,2297,Torrance Health
6,2017,6,7,821945.11,299996.81,1121941.92,1196277.72,1076,2299,Torrance Health
7,2017,7,7,754713,203019.62,957732.62,1032047.6,1077,2282,Torrance Health
8,2017,8,7,685623.52,251316.56,936940.08,875165.98,1073,2283,Torrance Health
9,2017,9,7,666840.55,232397.48,899238.03,973644.79,1079,2279,Torrance Health
10,2017,10,7,847541.37,170892.29,1018433.66,1091942.31,1064,2277,Torrance Health
11,2017,11,7,724448.12,276007.1,1000455.22,940176.76,1066,2284,Torrance Health
12,2017,12,7,1009647.88,256024.52,1265672.4,1340253.72,1083,2270,Torrance Health
1,2018,1,8,578413.39,210498.21,788911.6,866605.5,1081,2277,Torrance Health
2,2018,2,8,519113.91,254333.02,773446.93,716183.42,1067,2275,Torrance Health
3,2018,3,8,1116471.09,281107.46,1397578.55,1473992.05,1060,2289,Torrance Health
4,2018,4,8,569611.44,183421.04,753032.48,829797.23,1068,2297,Torrance Health
5,2018,5,8,749176.64,308840.36,1058017,945739,1068,2292,Torrance Health
6,2018,6,8,1075245.86,270281.29,1345527.15,1421835.34,1060,2280,Torrance Health
7,2018,7,8,846039.91,155931.96,1001971.87,1078594.85,1068,2256,Torrance Health
8,2018,8,8,1700146.76,265650.31,1965797.07,1881355.56,1068,2244,Torrance Health
9,2018,9,8,679734.57,246999.45,926734.02,1002735.22,1058,2255,Torrance Health
10,2018,10,8,720562.97,214403.8,934966.77,1011326.63,1063,2263,Torrance Health
11,2018,11,8,726024.67,254002.95,980027.62,921385.87,1062,2264,Torrance Health
12,2018,12,8,1155501.27,253895.59,1409396.86,1486267,1068,2268,Torrance Health
1,2019,1,9,892251.89,263550.49,1155802.38,831498.64,1085,2270,Torrance Health
2,2019,2,9,618841.73,192023.92,810865.65,693064.25,1086,2257,Torrance Health
3,2019,3,9,789046.91,180503.33,969550.24,1053794.18,1080,2251,Torrance Health
4,2019,4,9,1345702.52,209362.51,1555065.03,1625917.56,1077,2249,Torrance Health
5,2019,5,9,1317488.7,263312.66,1580801.36,1497207.64,1074,2248,Torrance Health
6,2019,6,9,575805.08,190918.75,766723.83,853600.8,1081,2236,Torrance Health
7,2019,7,9,914568.08,194468.82,1109036.9,1041308.39,1081,2236,Torrance Health
8,2019,8,9,920191.03,233755.46,1153946.49,1080224.25,1073,2226,Torrance Health
9,2019,9,9,766620.76,188808.38,955429.14,1041596.09,1073,2227,Torrance Health
10,2019,10,9,778607.48,291370.45,1069977.93,1155880.48,1069,2232,Torrance Health
11,2019,11,9,997225.93,223753.93,1220979.86,1167469.14,1071,2200,Torrance Health
12,2019,12,9,1208482.5,203895.23,1412377.73,1497319.08,1053,2190,Torrance Health
1,2020,1,10,897873.51,208999.31,1106872.82,1101280.63,1127,2304,Torrance Health
2,2020,2,10,756442.9,256737.33,1013180.23,990740.97,1131,2298,Torrance Health
3,2020,3,10,693401.87,211712.76,905114.63,1002269.83,1132,2304,Torrance Health
4,2020,4,10,582223.8,339778.23,922002.03,1018103.85,1121,2309,Torrance Health
5,2020,5,10,614931.85,296229.38,911161.23,793900.44,1123,2299,Torrance Health
6,2020,6,10,780942.38,235651.01,1016593.39,1112670.71,1122,2300,Torrance Health
7,2020,7,10,1016250.47,328551.38,1344801.85,1441966.47,1135,2318,Torrance Health
8,2020,8,10,1274805.81,279221.92,1554027.73,1504865.95,1135,2316,Torrance Health
9,2020,9,10,1009336.76,314966.41,1324303.17,1420239.33,1122,2307,Torrance Health
10,2020,10,10,1038737.38,298093.11,1336830.49,1412433.19,1126,2329,Torrance Health
11,2020,11,10,986645.38,260841.58,1247486.96,1189878.85,1130,2330,Torrance Health
12,2020,12,10,947144.22,330200.47,1277344.69,1373394.89,1119,2334,Torrance Health
1,2021,1,11,824924.97,328640.34,1153565.31,1264294.49,1132,2370,Torrance Health
2,2021,2,11,803081.41,246958,1050039.41,992839.84,1135,2348,Torrance Health
3,2021,3,11,1484585.13,278137.88,1762723.01,1873533.69,1134,2333,Torrance Health
4,2021,4,11,952906.97,321808.8,1274715.77,1384895.72,1132,2331,Torrance Health
5,2021,5,11,1677657.41,214419.01,1892076.42,1774449.99,1132,2318,Torrance Health
6,2021,6,11,1442409.08,314902.18,1757311.26,1866143.58,1117,2317,Torrance Health
7,2021,7,11,1207232.18,224035.06,1431267.24,1540230.64,1120,2305,Torrance Health
8,2021,8,11,1440959.99,235931.68,1676891.67,1685908.32,1102,2302,Torrance Health
9,2021,9,11,2059830.63,295965,2355795.63,2462528.52,1093,2306,Torrance Health
10,2021,10,11,781831.81,208347.71,990179.52,1097325.16,1096,2322,Torrance Health
11,2021,11,11,1395744.93,196579.1,1592324.03,1610964.15,1103,2327,Torrance Health
12,2021,12,11,1814202.71,-100368.83,1713833.88,1674495.47,1107,2319,Torrance Health
1,2022,1,12,771956.74,204836.58,976793.32,1109477.41,1134,2346,Torrance Health
2,2022,2,12,700450.75,291079.36,991530.11,733061.77,1134,2354,Torrance Health
3,2022,3,12,1176646.24,241579.6,1418225.84,-69428.66,1137,2366,Torrance Health
4,2022,4,12,974612.44,236503.49,1211115.93,1344295.4,1139,2365,Torrance Health
5,2022,5,12,954969.28,253322.95,1208292.23,1237096.06,1144,2368,Torrance Health
6,2022,6,12,896835.62,307918.72,1204754.34,1338474.19,1144,2395,Torrance Health
